id,category,name,calories,moisture,amino_acid_composition_protein,protein,triacylglycerol,cholesterol,fat,available_carbohydrates,carbohydrates,sodium,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,iodine,selenium,chromium,molybdenum,vitaminA,vitaminD,vitaminE,vitaminK,vitaminB1,vitaminB2,vitaminB3,vitaminB6,vitaminB12,vitaminB9,vitaminB5,vitaminB7,vitaminC
111,6,たかな,21.0,92.7,1.5,1.8,0.0,0.0,0.2,2.0,4.2,43.0,300.0,87.0,16.0,35.0,1.7,0.3,0.04,0.24,2.0,0.0,4.0,4.0,190.0,0.0,0.8,120.0,0.06,0.1,0.4,0.16,0.0,180.0,0.27,2.1,69.0
112,6,たかな,30.0,87.2,1.5,1.9,0.0,0.0,0.6,2.1,6.2,1600.0,110.0,51.0,13.0,24.0,1.5,0.2,0.06,0.09,1.0,0.0,2.0,16.0,200.0,0.0,1.6,300.0,0.01,0.03,0.2,0.03,0.1,23.0,0.08,0.6,0.0
113,6,たけのこ,31.0,89.9,2.4,3.5,0.1,0.0,0.2,3.2,5.5,1.0,470.0,17.0,11.0,60.0,0.4,1.2,0.13,0.55,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.04,0.09,0.6,0.06,0.0,63.0,0.63,0.0,8.0
114,6,たまねぎ,33.0,90.1,0.7,1.0,0.0,1.0,0.1,7.1,8.4,2.0,150.0,17.0,9.0,31.0,0.3,0.2,0.05,0.15,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.01,0.1,0.14,0.0,15.0,0.17,0.6,7.0
115,6,たらのめ,27.0,90.2,0.0,4.2,0.0,0.0,0.2,0.1,4.3,1.0,460.0,16.0,33.0,120.0,0.9,0.8,0.35,0.47,0.0,1.0,0.0,1.0,48.0,0.0,2.4,99.0,0.15,0.2,2.5,0.22,0.0,160.0,0.53,6.7,7.0
116,6,チコリ,17.0,94.7,0.8,1.0,0.0,0.0,0.0,3.0,3.9,3.0,170.0,24.0,9.0,25.0,0.2,0.2,0.05,0.07,1.0,0.0,1.0,1.0,1.0,0.0,0.2,8.0,0.06,0.02,0.2,0.03,0.0,41.0,0.14,1.1,2.0
117,6,ちぢみゆきな,35.0,88.1,3.2,3.6,0.0,0.0,0.6,2.2,5.7,18.0,570.0,180.0,30.0,88.0,3.0,0.9,0.09,0.41,0.0,0.0,0.0,0.0,350.0,0.0,0.0,390.0,0.09,0.21,1.6,0.0,0.0,180.0,0.29,0.0,69.0
118,6,チンゲンサイ,9.0,96.0,0.7,0.6,0.1,0.0,0.1,0.7,2.0,32.0,260.0,100.0,16.0,27.0,1.1,0.3,0.07,0.12,0.0,1.0,1.0,7.0,170.0,0.0,0.7,84.0,0.03,0.07,0.3,0.08,0.0,66.0,0.17,1.3,24.0
119,6,つくし,31.0,86.9,0.0,3.5,0.0,0.0,0.1,0.0,8.1,6.0,640.0,50.0,33.0,94.0,2.1,1.1,0.22,0.22,0.0,0.0,0.0,0.0,88.0,0.0,4.9,19.0,0.07,0.14,2.2,0.35,0.0,110.0,0.9,0.0,33.0
120,6,つるな,15.0,93.8,0.0,1.8,0.0,0.0,0.1,0.5,2.8,5.0,300.0,48.0,35.0,75.0,3.0,0.5,0.06,0.81,0.0,0.0,0.0,0.0,230.0,0.0,1.3,310.0,0.08,0.3,1.0,0.13,0.0,90.0,0.46,0.0,22.0
121,6,つるにんじん,55.0,77.7,0.0,1.0,0.0,0.0,0.7,2.7,19.8,2.0,190.0,61.0,33.0,75.0,5.9,0.5,0.11,0.4,2.0,1.0,16.0,7.0,1.0,0.0,3.6,0.0,0.06,0.05,0.5,0.41,0.0,16.0,0.28,1.5,6.0
122,6,つるむらさき,11.0,95.1,0.5,0.7,0.0,0.0,0.2,0.6,2.6,9.0,210.0,150.0,67.0,28.0,0.5,0.4,0.05,0.29,0.0,0.0,0.0,0.0,250.0,0.0,1.1,350.0,0.03,0.07,0.3,0.09,0.0,78.0,0.21,0.0,41.0
123,6,つわぶき,19.0,93.3,0.0,0.4,0.0,0.0,0.0,3.1,5.6,100.0,410.0,38.0,15.0,11.0,0.2,0.1,0.02,0.23,0.0,0.0,0.0,0.0,5.0,0.0,0.4,8.0,0.01,0.04,0.4,0.02,0.0,16.0,0.1,0.0,4.0
124,6,とうがらし生,72.0,75.0,2.9,3.9,1.3,0.0,3.4,9.2,16.3,6.0,760.0,20.0,42.0,71.0,2.0,0.5,0.23,0.27,0.0,0.0,0.0,0.0,640.0,0.0,8.9,27.0,0.14,0.36,3.7,1.0,0.0,41.0,0.95,0.0,120.0
125,6,とうがらし乾,270.0,8.8,10.8,14.7,4.4,0.0,12.0,23.5,58.4,17.0,2800.0,74.0,190.0,260.0,6.8,1.5,0.85,1.08,0.0,0.0,0.0,0.0,1500.0,0.0,30.0,58.0,0.5,1.4,14.0,3.81,0.0,30.0,3.61,0.0,1.0
126,6,とうがん,15.0,95.2,0.3,0.5,0.1,0.0,0.1,2.7,3.8,1.0,200.0,19.0,7.0,18.0,0.2,0.1,0.02,0.02,7.0,0.0,0.0,4.0,0.0,0.0,0.1,1.0,0.01,0.01,0.4,0.03,0.0,26.0,0.21,0.2,39.0
127,6,スイートコーン,89.0,77.1,2.7,3.6,1.3,0.0,1.7,14.8,16.8,0.0,290.0,3.0,37.0,100.0,0.8,1.0,0.1,0.32,0.0,0.0,1.0,6.0,4.0,0.0,0.3,1.0,0.15,0.1,2.3,0.14,0.0,95.0,0.58,5.4,8.0
128,6,ヤングコーン,29.0,90.9,1.7,2.3,0.2,0.0,0.2,3.9,6.0,0.0,230.0,19.0,25.0,63.0,0.4,0.8,0.09,0.6,0.0,0.0,0.0,0.0,3.0,0.0,0.4,1.0,0.09,0.11,0.9,0.16,0.0,110.0,0.4,0.0,9.0
129,6,赤色トマト,20.0,94.0,0.5,0.7,0.1,0.0,0.1,3.5,4.7,3.0,210.0,7.0,9.0,26.0,0.2,0.1,0.04,0.08,0.0,1.0,0.0,2.0,45.0,0.0,0.9,4.0,0.05,0.02,0.7,0.08,0.0,22.0,0.17,2.3,15.0
130,6,赤色ミニトマト,30.0,91.0,0.8,1.1,0.1,0.0,0.1,5.6,7.2,4.0,290.0,12.0,13.0,29.0,0.4,0.2,0.06,0.1,4.0,0.0,0.0,4.0,80.0,0.0,0.9,7.0,0.07,0.05,0.8,0.11,0.0,35.0,0.17,3.6,32.0
131,6,黄色トマト,18.0,94.7,0.8,1.1,0.0,0.0,0.4,2.2,3.2,2.0,310.0,6.0,10.0,35.0,0.3,0.2,0.04,0.1,2.0,0.0,0.0,7.0,9.0,0.0,1.2,7.0,0.08,0.03,1.0,0.07,0.0,29.0,0.14,3.1,28.0
132,6,ドライトマト,291.0,9.5,9.3,14.2,1.1,0.0,2.1,47.8,67.3,120.0,3200.0,110.0,180.0,300.0,4.2,1.9,0.82,1.22,4.0,16.0,11.0,29.0,220.0,0.0,18.0,31.0,0.68,0.3,13.0,0.95,0.0,120.0,1.08,43.0,15.0
133,6,トレビス,17.0,94.1,0.9,1.1,0.1,0.0,0.2,2.3,3.9,11.0,290.0,21.0,11.0,34.0,0.3,0.2,0.06,0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.1,13.0,0.04,0.04,0.2,0.03,0.0,41.0,0.24,0.0,6.0
134,6,とんぶり,89.0,76.7,0.0,6.1,2.6,0.0,3.5,6.7,12.9,5.0,190.0,15.0,74.0,170.0,2.8,1.4,0.25,0.78,0.0,0.0,0.0,0.0,67.0,0.0,4.6,120.0,0.11,0.17,0.3,0.16,0.0,100.0,0.48,0.0,1.0
135,6,ながさきはくさい,12.0,93.9,1.0,1.3,0.0,0.0,0.1,0.8,2.6,21.0,300.0,140.0,27.0,37.0,2.3,0.3,0.05,0.21,0.0,0.0,0.0,0.0,160.0,0.0,1.3,130.0,0.05,0.13,0.7,0.14,0.0,150.0,0.28,0.0,88.0
136,6,なす,18.0,93.2,0.7,1.1,0.0,1.0,0.1,3.0,5.1,0.0,220.0,18.0,17.0,30.0,0.3,0.2,0.06,0.16,0.0,0.0,0.0,10.0,8.0,0.0,0.3,10.0,0.05,0.05,0.5,0.05,0.0,32.0,0.33,2.3,4.0
137,6,なずな,35.0,86.8,0.0,4.3,0.0,0.0,0.1,1.6,7.0,3.0,440.0,290.0,34.0,92.0,2.4,0.7,0.16,1.0,0.0,0.0,0.0,0.0,430.0,0.0,2.5,330.0,0.15,0.27,0.5,0.32,0.0,180.0,1.1,0.0,110.0
138,6,和種なばな,34.0,88.4,3.6,4.4,0.1,0.0,0.2,2.5,5.8,16.0,390.0,160.0,29.0,86.0,2.9,0.7,0.09,0.32,1.0,1.0,1.0,6.0,180.0,0.0,2.9,250.0,0.16,0.28,1.3,0.26,0.0,340.0,0.73,12.0,130.0
139,6,にがうり,15.0,94.4,0.7,1.0,0.1,0.0,0.1,1.6,3.9,1.0,260.0,14.0,14.0,31.0,0.4,0.2,0.05,0.1,1.0,0.0,1.0,7.0,17.0,0.0,0.8,41.0,0.05,0.07,0.3,0.06,0.0,72.0,0.37,0.5,76.0
140,6,にら,18.0,92.6,1.3,1.7,0.1,0.0,0.3,1.9,4.0,1.0,510.0,48.0,18.0,31.0,0.7,0.3,0.07,0.39,1.0,1.0,1.0,15.0,290.0,0.0,2.5,180.0,0.06,0.13,0.6,0.16,0.0,100.0,0.5,2.1,19.0
141,6,（花にら,27.0,91.4,1.4,1.9,0.1,0.0,0.2,3.7,5.9,1.0,250.0,22.0,15.0,41.0,0.5,0.3,0.08,0.2,0.0,0.0,0.0,0.0,91.0,0.0,1.0,100.0,0.07,0.08,0.6,0.17,0.0,120.0,0.42,0.0,23.0
142,6,黄にら,18.0,94.0,1.5,2.1,0.0,0.0,0.1,1.9,3.3,0.0,180.0,15.0,11.0,35.0,0.7,0.2,0.07,0.18,0.0,0.0,0.0,0.0,5.0,0.0,0.3,29.0,0.05,0.08,0.7,0.12,0.0,76.0,0.38,0.0,15.0
143,6,にんじん,35.0,89.1,0.5,0.7,0.1,0.0,0.2,6.8,9.3,28.0,300.0,28.0,10.0,26.0,0.2,0.2,0.05,0.12,0.0,0.0,0.0,0.0,720.0,0.0,0.4,17.0,0.07,0.06,0.8,0.1,0.0,21.0,0.37,0.0,6.0
144,6,ミニキャロット,26.0,90.9,0.5,0.7,0.1,0.0,0.2,5.1,7.5,15.0,340.0,30.0,8.0,22.0,0.3,0.2,0.05,0.12,0.0,0.0,0.0,0.0,500.0,0.0,0.6,13.0,0.04,0.03,0.6,0.1,0.0,32.0,0.41,0.0,4.0
145,6,にんにく,129.0,63.9,4.0,6.4,0.5,0.0,0.9,24.1,27.5,8.0,510.0,14.0,24.0,160.0,0.8,0.8,0.16,0.28,0.0,1.0,0.0,16.0,0.0,0.0,0.5,0.0,0.19,0.07,0.7,1.53,0.0,93.0,0.55,2.0,12.0
146,6,根深ねぎ,35.0,89.6,1.0,1.4,0.0,2.0,0.1,6.4,8.3,0.0,200.0,36.0,13.0,27.0,0.3,0.3,0.04,0.12,0.0,0.0,0.0,2.0,7.0,0.0,0.2,8.0,0.05,0.04,0.4,0.12,0.0,72.0,0.17,1.0,14.0
147,6,のざわな,14.0,94.0,0.8,0.9,0.1,0.0,0.1,1.7,3.5,24.0,390.0,130.0,19.0,40.0,0.6,0.3,0.05,0.23,1.0,1.0,2.0,10.0,100.0,0.0,0.5,100.0,0.06,0.1,0.7,0.11,0.0,110.0,0.17,1.4,41.0
148,6,のびる,63.0,80.2,0.0,3.2,0.1,0.0,0.2,8.7,15.5,2.0,590.0,100.0,21.0,96.0,2.6,1.0,0.06,0.41,0.0,0.0,0.0,0.0,67.0,0.0,1.3,160.0,0.08,0.22,1.1,0.16,0.0,110.0,0.29,0.0,60.0
149,6,はくさい,13.0,95.2,0.6,0.8,0.0,0.0,0.1,2.1,3.2,6.0,220.0,43.0,10.0,33.0,0.3,0.2,0.03,0.11,1.0,0.0,0.0,6.0,8.0,0.0,0.2,59.0,0.03,0.03,0.6,0.09,0.0,61.0,0.25,1.4,19.0
150,6,パクチョイ,15.0,94.0,0.0,1.6,0.1,0.0,0.2,1.0,2.7,12.0,450.0,100.0,27.0,39.0,0.8,0.3,0.04,0.25,1.0,1.0,1.0,6.0,150.0,0.0,0.9,190.0,0.07,0.12,0.8,0.11,0.0,140.0,0.34,2.6,45.0
151,6,バジル,21.0,91.5,1.2,2.0,0.5,0.0,0.6,0.9,4.0,1.0,420.0,240.0,69.0,41.0,1.5,0.6,0.2,1.91,0.0,0.0,0.0,0.0,520.0,0.0,3.5,440.0,0.08,0.19,0.6,0.11,0.0,69.0,0.29,0.0,16.0
152,6,パセリ,34.0,84.7,3.2,4.0,0.5,0.0,0.7,1.9,7.8,9.0,1000.0,290.0,42.0,61.0,7.5,1.0,0.16,1.05,7.0,3.0,4.0,39.0,620.0,0.0,3.3,850.0,0.12,0.24,1.2,0.27,0.0,220.0,0.48,4.1,120.0
153,6,はつかだいこん,13.0,95.3,0.7,0.8,0.1,0.0,0.1,1.7,3.1,8.0,220.0,21.0,11.0,46.0,0.3,0.1,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.02,0.1,0.07,0.0,53.0,0.18,0.0,19.0
154,6,はなっこりー,34.0,89.5,0.0,3.6,0.0,0.0,0.5,2.2,5.4,5.0,380.0,51.0,22.0,79.0,0.5,0.5,0.06,0.28,0.0,1.0,0.0,3.0,97.0,0.0,1.3,140.0,0.09,0.15,1.0,0.23,0.0,220.0,0.5,8.5,90.0
155,6,はやとうり,20.0,94.0,0.4,0.6,0.1,0.0,0.1,4.0,4.9,0.0,170.0,12.0,10.0,21.0,0.3,0.1,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.0,0.02,0.03,0.3,0.04,0.0,44.0,0.46,0.0,11.0
156,6,ビーツ,38.0,87.6,1.0,1.6,0.1,0.0,0.1,7.2,9.3,30.0,460.0,12.0,18.0,23.0,0.4,0.3,0.09,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.3,0.07,0.0,110.0,0.31,0.0,5.0
157,6,青ピーマン,20.0,93.4,0.7,0.9,0.1,0.0,0.2,3.0,5.1,1.0,190.0,11.0,11.0,22.0,0.4,0.2,0.06,0.1,0.0,0.0,1.0,3.0,33.0,0.0,0.8,20.0,0.03,0.03,0.6,0.19,0.0,26.0,0.3,1.6,76.0
158,6,赤ピーマン,28.0,91.1,0.8,1.0,0.2,0.0,0.2,5.8,7.2,0.0,210.0,7.0,10.0,22.0,0.4,0.2,0.03,0.13,0.0,0.0,0.0,0.0,88.0,0.0,4.3,7.0,0.06,0.14,1.2,0.37,0.0,68.0,0.28,0.0,170.0
159,6,オレンジピーマン,19.0,94.2,0.7,0.9,0.1,0.0,0.3,2.8,4.2,0.0,230.0,5.0,10.0,26.0,0.3,0.2,0.04,0.1,0.0,0.0,0.0,6.0,53.0,0.0,3.1,4.0,0.04,0.03,1.3,0.32,0.0,53.0,0.21,2.3,150.0
160,6,黄ピーマン,28.0,92.0,0.6,0.8,0.1,0.0,0.2,5.7,6.6,0.0,200.0,8.0,10.0,21.0,0.3,0.2,0.04,0.15,0.0,0.0,0.0,0.0,17.0,0.0,2.4,3.0,0.04,0.03,1.0,0.26,0.0,54.0,0.25,0.0,150.0
161,6,トマピー,33.0,90.9,0.8,1.0,0.0,0.0,0.2,6.1,7.5,0.0,210.0,8.0,8.0,29.0,0.4,0.3,0.07,0.12,0.0,0.0,0.0,0.0,160.0,0.0,4.3,4.0,0.05,0.09,1.2,0.56,0.0,45.0,0.33,0.0,200.0
162,6,ひのな,17.0,92.5,0.8,1.0,0.0,0.0,0.0,1.9,4.7,10.0,480.0,130.0,21.0,51.0,0.8,0.2,0.04,0.17,0.0,0.0,0.0,0.0,98.0,0.0,0.7,93.0,0.05,0.13,0.7,0.14,0.0,92.0,0.18,0.0,52.0
163,6,ひろしまな,19.0,92.7,1.1,1.5,0.1,0.0,0.2,2.3,4.2,28.0,550.0,200.0,32.0,55.0,0.8,0.3,0.04,0.54,1.0,1.0,3.0,15.0,160.0,0.0,1.3,160.0,0.06,0.15,0.7,0.1,0.0,120.0,0.47,2.2,49.0
164,6,ふき,11.0,95.8,0.0,0.3,0.0,0.0,0.0,1.7,3.0,35.0,330.0,40.0,6.0,18.0,0.1,0.2,0.05,0.36,0.0,0.0,0.0,2.0,4.0,0.0,0.2,6.0,0.0,0.02,0.1,0.01,0.0,12.0,0.07,0.2,2.0
165,6,ふきのとう,38.0,85.5,0.0,2.5,0.0,0.0,0.1,3.6,10.0,4.0,740.0,61.0,49.0,89.0,1.3,0.8,0.36,0.23,0.0,0.0,0.0,0.0,33.0,0.0,3.2,92.0,0.1,0.17,0.9,0.18,0.0,160.0,0.45,0.0,14.0
166,6,ふじまめ,32.0,89.2,0.0,2.5,0.1,0.0,0.1,3.0,7.4,0.0,300.0,43.0,33.0,63.0,0.8,0.4,0.07,0.33,0.0,0.0,0.0,0.0,20.0,0.0,0.1,29.0,0.08,0.1,0.9,0.08,0.0,120.0,0.35,0.0,13.0
167,6,ふだんそう,17.0,92.2,0.0,2.0,0.1,0.0,0.1,0.4,3.7,71.0,1200.0,75.0,74.0,33.0,3.6,0.3,0.06,3.6,0.0,0.0,0.0,0.0,310.0,0.0,1.7,180.0,0.07,0.23,0.4,0.25,0.0,120.0,0.53,0.0,19.0
168,6,ブロッコリー,37.0,86.2,3.8,5.4,0.3,0.0,0.6,3.1,6.6,7.0,460.0,50.0,29.0,110.0,1.3,0.8,0.1,0.28,0.0,2.0,0.0,11.0,75.0,0.0,3.0,210.0,0.17,0.23,1.0,0.3,0.0,220.0,1.42,13.0,140.0
169,6,ブロッコリー　芽ばえ,18.0,94.3,1.3,1.9,0.3,0.0,0.6,1.6,2.6,4.0,100.0,57.0,32.0,60.0,0.7,0.4,0.03,0.37,0.0,0.0,0.0,0.0,120.0,0.0,1.9,150.0,0.08,0.11,1.3,0.2,0.0,74.0,0.52,0.0,64.0
170,6,へちま,17.0,94.9,0.5,0.8,0.1,0.0,0.1,3.1,3.8,1.0,150.0,12.0,12.0,25.0,0.3,0.2,0.06,0.07,0.0,0.0,0.0,0.0,4.0,0.0,0.3,12.0,0.03,0.04,0.2,0.07,0.0,92.0,0.3,0.0,5.0
171,6,ほうれんそう,18.0,92.4,1.7,2.2,0.2,0.0,0.4,0.1,3.1,16.0,690.0,49.0,69.0,47.0,2.0,0.7,0.11,0.32,3.0,3.0,2.0,5.0,350.0,0.0,2.1,270.0,0.11,0.2,0.6,0.14,0.0,210.0,0.2,2.9,35.0
172,6,ホースラディシュ,69.0,77.3,2.5,3.1,0.3,0.0,0.3,10.2,17.7,1.0,510.0,110.0,65.0,58.0,1.0,2.3,0.19,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.1,0.5,0.23,0.0,99.0,0.32,5.5,73.0
173,6,まこも,19.0,93.5,0.9,1.3,0.1,0.0,0.2,2.6,4.4,3.0,240.0,2.0,8.0,42.0,0.2,0.2,0.02,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.04,0.03,0.5,0.08,0.0,43.0,0.25,0.0,6.0
174,6,みずかけな,25.0,91.1,2.5,2.9,0.1,0.0,0.1,2.4,4.7,7.0,400.0,110.0,23.0,64.0,1.0,0.3,0.07,0.17,0.0,0.0,0.0,0.0,190.0,0.0,0.9,200.0,0.11,0.23,1.1,0.17,0.0,240.0,0.55,0.0,88.0
175,6,みずな,23.0,91.4,1.9,2.2,0.0,0.0,0.1,2.1,4.8,36.0,480.0,210.0,31.0,64.0,2.1,0.5,0.07,0.41,7.0,2.0,3.0,20.0,110.0,0.0,1.8,120.0,0.08,0.15,0.7,0.18,0.0,140.0,0.5,3.1,55.0
176,6,切りみつば,16.0,93.8,0.9,1.0,0.0,0.0,0.1,1.6,4.0,8.0,640.0,25.0,17.0,50.0,0.3,0.1,0.07,0.14,3.0,1.0,0.0,3.0,61.0,0.0,0.7,63.0,0.03,0.09,0.4,0.04,0.0,44.0,0.29,1.9,8.0
177,6,根みつば,19.0,92.7,1.8,1.9,0.0,0.0,0.1,1.3,4.1,5.0,500.0,52.0,21.0,64.0,1.8,0.2,0.07,0.42,0.0,0.0,0.0,0.0,140.0,0.0,1.1,120.0,0.05,0.13,1.0,0.06,0.0,66.0,0.33,0.0,22.0
178,6,糸みつば,12.0,94.6,0.8,0.9,0.0,0.0,0.1,0.7,2.9,3.0,500.0,47.0,21.0,47.0,0.9,0.1,0.02,0.42,0.0,0.0,0.0,0.0,270.0,0.0,0.9,220.0,0.04,0.14,0.7,0.06,0.0,64.0,0.3,0.0,13.0
179,6,みぶな,14.0,93.9,0.9,1.1,0.1,0.0,0.3,1.4,2.9,32.0,490.0,110.0,30.0,34.0,0.5,0.2,0.03,0.22,0.0,0.0,0.0,0.0,150.0,0.0,0.9,160.0,0.04,0.07,0.7,0.11,0.0,110.0,0.12,0.0,38.0
180,6,みょうが,11.0,95.6,0.7,0.9,0.0,0.0,0.1,0.7,2.6,1.0,210.0,25.0,30.0,12.0,0.5,0.4,0.05,1.17,1.0,1.0,0.0,8.0,3.0,0.0,0.1,20.0,0.05,0.05,0.4,0.07,0.0,25.0,0.2,1.1,2.0
181,6,みょうがたけ,6.0,97.1,0.3,0.4,0.0,0.0,0.1,0.5,1.5,0.0,350.0,11.0,7.0,18.0,0.3,0.3,0.03,1.44,0.0,0.0,0.0,0.0,1.0,0.0,0.1,8.0,0.02,0.02,0.1,0.02,0.0,13.0,0.07,0.0,1.0
182,6,むかご,87.0,75.1,1.8,2.9,0.1,0.0,0.2,17.5,20.6,3.0,570.0,5.0,19.0,64.0,0.6,0.4,0.15,0.05,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.0,0.11,0.02,0.3,0.07,0.0,20.0,0.6,0.0,9.0
183,6,めキャベツ,52.0,83.2,3.9,5.7,0.1,0.0,0.1,6.2,9.9,5.0,610.0,37.0,25.0,73.0,1.0,0.6,0.07,0.29,0.0,0.0,0.0,0.0,59.0,0.0,0.6,150.0,0.19,0.23,0.9,0.27,0.0,240.0,0.76,0.0,160.0
184,6,めたで,39.0,87.0,0.0,3.0,0.0,0.0,0.5,2.5,8.8,9.0,140.0,49.0,70.0,110.0,2.3,0.9,0.09,7.66,0.0,0.0,0.0,0.0,410.0,0.0,4.8,360.0,0.15,0.21,1.1,0.27,0.0,77.0,0.29,0.0,67.0
185,6,アルファルファもやし,11.0,96.0,0.0,1.6,0.1,0.0,0.1,0.6,2.0,7.0,43.0,14.0,13.0,37.0,0.5,0.4,0.09,0.1,1.0,1.0,0.0,16.0,5.0,0.0,1.9,47.0,0.07,0.09,0.2,0.1,0.0,56.0,0.46,4.4,5.0
186,6,だいずもやし,29.0,92.0,2.8,3.6,1.2,0.0,1.4,1.2,2.5,3.0,160.0,25.0,23.0,54.0,0.5,0.3,0.11,0.28,1.0,5.0,0.0,57.0,2.0,0.0,0.3,71.0,0.08,0.06,0.4,0.08,0.0,44.0,0.24,4.9,4.0
187,6,ブラックマッペもやし,17.0,94.7,1.4,2.2,0.0,0.0,0.0,2.1,2.8,8.0,65.0,16.0,12.0,32.0,0.4,0.3,0.07,0.09,1.0,1.0,0.0,37.0,0.0,0.0,0.0,7.0,0.04,0.06,0.5,0.06,0.0,42.0,0.43,2.7,10.0
188,6,りょくとうもやし,15.0,95.4,1.3,1.8,0.1,0.0,0.1,1.7,2.4,3.0,79.0,9.0,8.0,27.0,0.2,0.2,0.08,0.06,2.0,0.0,0.0,44.0,0.0,0.0,0.1,2.0,0.04,0.05,0.3,0.05,0.0,36.0,0.2,1.7,7.0
189,6,モロヘイヤ,36.0,86.1,3.6,4.8,0.4,0.0,0.5,1.8,6.3,1.0,530.0,260.0,46.0,110.0,1.0,0.6,0.33,1.32,4.0,1.0,2.0,15.0,840.0,0.0,6.5,640.0,0.18,0.42,1.1,0.35,0.0,250.0,1.83,14.0,65.0
190,6,やぶまめ,219.0,45.8,0.0,15.5,0.0,0.0,6.5,19.7,29.5,3.0,1100.0,44.0,110.0,240.0,4.6,0.9,0.19,0.6,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,6,ゆりね,119.0,66.5,2.4,3.8,0.0,0.0,0.1,24.3,28.3,1.0,740.0,10.0,25.0,71.0,1.0,0.7,0.16,0.96,1.0,1.0,2.0,1.0,0.0,0.0,0.5,0.0,0.08,0.07,0.7,0.12,0.0,77.0,0.0,1.6,9.0
192,6,ようさい,17.0,93.0,1.7,2.2,0.0,0.0,0.1,0.5,3.1,26.0,380.0,74.0,28.0,44.0,1.5,0.5,0.2,1.07,0.0,0.0,0.0,0.0,360.0,0.0,2.2,250.0,0.1,0.2,1.0,0.11,0.0,120.0,0.4,0.0,19.0
193,6,よめな,40.0,84.6,2.7,3.4,0.0,0.0,0.2,2.9,10.0,2.0,800.0,110.0,42.0,89.0,3.7,0.7,0.24,0.78,0.0,0.0,0.0,0.0,560.0,0.0,4.1,440.0,0.23,0.32,3.2,0.1,0.0,170.0,0.5,0.0,42.0
194,6,よもぎ,43.0,83.6,4.2,5.2,0.0,0.0,0.3,1.9,8.7,10.0,890.0,180.0,29.0,100.0,4.3,0.6,0.29,0.84,0.0,0.0,0.0,0.0,440.0,0.0,3.2,340.0,0.19,0.34,2.4,0.08,0.0,190.0,0.55,0.0,35.0
195,6,らっかせい,306.0,50.1,11.2,12.0,23.9,0.0,24.2,9.5,12.4,1.0,450.0,15.0,100.0,200.0,0.9,1.2,0.5,0.75,0.0,1.0,0.0,58.0,0.0,0.0,7.2,0.0,0.54,0.09,10.0,0.21,0.0,150.0,1.4,44.0,20.0
196,6,らっきょう,83.0,68.3,0.9,1.4,0.1,0.0,0.2,9.2,29.3,2.0,230.0,14.0,14.0,35.0,0.5,0.5,0.06,0.45,1.0,1.0,0.0,14.0,0.0,0.0,0.8,1.0,0.07,0.05,2.1,0.12,0.0,29.0,0.56,0.9,23.0
197,6,エシャレット,59.0,79.1,1.4,2.3,0.1,0.0,0.2,7.3,17.8,2.0,290.0,20.0,14.0,47.0,0.8,0.5,0.06,0.37,0.0,0.0,0.0,0.0,2.0,0.0,0.4,6.0,0.03,0.05,0.8,0.11,0.0,55.0,0.33,0.0,21.0
198,6,リーキ,30.0,90.8,1.2,1.6,0.1,0.0,0.1,4.9,6.9,2.0,230.0,31.0,11.0,27.0,0.7,0.3,0.03,0.25,0.0,0.0,0.0,0.0,4.0,0.0,0.3,9.0,0.06,0.08,0.4,0.24,0.0,76.0,0.17,0.0,11.0
199,6,ルッコラ,17.0,92.7,0.0,1.9,0.1,0.0,0.4,0.8,3.1,14.0,480.0,170.0,46.0,40.0,1.6,0.8,0.07,0.69,0.0,0.0,0.0,0.0,300.0,0.0,1.4,210.0,0.06,0.17,0.5,0.11,0.0,170.0,0.55,0.0,66.0
200,6,ルバーブ,23.0,92.1,0.0,0.7,0.1,0.0,0.1,3.5,6.0,1.0,400.0,74.0,19.0,37.0,0.2,0.1,0.02,0.05,0.0,0.0,0.0,0.0,3.0,0.0,0.2,7.0,0.04,0.05,0.2,0.02,0.0,31.0,0.1,0.0,5.0
201,6,レタス,11.0,95.9,0.5,0.6,0.0,0.0,0.1,1.9,2.8,2.0,200.0,19.0,8.0,22.0,0.3,0.2,0.04,0.13,1.0,0.0,0.0,0.0,20.0,0.0,0.3,29.0,0.05,0.03,0.2,0.05,0.0,73.0,0.2,1.2,5.0
